path,popout,n_objects,response,answer,incongruent
data/vlm/2D/conjunctive_search/images/incongruent-25_71.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-15_84.png,,15,L L L L L L,,False
data/vlm/2D/conjunctive_search/images/congruent-30_17.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_17.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-40_36.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-15_85.png,,15,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/incongruent-5_42.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_25.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_25.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-35_3.png,,35,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_24.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_41.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_60.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-45_76.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_63.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_81.png,,5,"[T, L, T",,False
data/vlm/2D/conjunctive_search/images/congruent-50_74.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-10_8.png,,10,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_80.png,,20,L L L T T T,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_98.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_36.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_38.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_21.png,,15,TTTTTTTTTTT,,True
data/vlm/2D/conjunctive_search/images/congruent-40_8.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-10_1.png,,10,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-10_32.png,,10,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_53.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_4.png,,10,TTLLLTT.,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_66.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-35_82.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_30.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_30.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-5_73.png,,5,"[T, L, L",,False
data/vlm/2D/conjunctive_search/images/congruent-20_2.png,,20,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_16.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_33.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-5_10.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_5.png,,20,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_95.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_84.png,,30,T L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_2.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_80.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_55.png,,5,[L],,False
data/vlm/2D/conjunctive_search/images/congruent-15_36.png,,15,L L L L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_97.png,,5,"[T, L, T",,True
data/vlm/2D/conjunctive_search/images/incongruent-45_90.png,,45,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_57.png,,5,[T],,True
data/vlm/2D/conjunctive_search/images/congruent-45_10.png,,45,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-40_48.png,,40,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_87.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_59.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_54.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_77.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-30_77.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_12.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_11.png,,20,TTTTTLTTT,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_13.png,,15,T L L T L L,,True
data/vlm/2D/conjunctive_search/images/congruent-50_65.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-25_73.png,,25,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-10_10.png,,10,TTLLLT.,,False
data/vlm/2D/conjunctive_search/images/congruent-20_12.png,,20,TTLLTTTTTT,,False
data/vlm/2D/conjunctive_search/images/congruent-25_99.png,,25,T T T L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_5.png,,10,T T T T T T,,True
data/vlm/2D/conjunctive_search/images/congruent-45_3.png,,45,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_7.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-30_14.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_12.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-30_92.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-20_88.png,,20,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-20_19.png,,20,TTTTTTTTTTT,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_10.png,,10,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_85.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_21.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_49.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_47.png,,15,TTLLTTTTTT,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_47.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_92.png,,10,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_40.png,,20,T L T L T L,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_64.png,,25,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_38.png,,15,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_40.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_22.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_61.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-35_53.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-10_25.png,,10,L.,,False
data/vlm/2D/conjunctive_search/images/congruent-45_57.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-30_18.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_57.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_16.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_72.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-25_87.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_56.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_64.png,,15,TTTTTTTTTTT,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_77.png,,20,T T T T T T,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_93.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_79.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_8.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-45_91.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_69.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_9.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_98.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_48.png,,15,T L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-5_64.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-10_95.png,,10,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/congruent-40_33.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_58.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_22.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_48.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_51.png,,10,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_39.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_94.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_53.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_23.png,,15,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_23.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_63.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_30.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-20_51.png,,20,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/incongruent-40_18.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-20_17.png,,20,T L L T L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_76.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-25_8.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_74.png,,25,T T T T T T,,True
data/vlm/2D/conjunctive_search/images/congruent-25_77.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_69.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_15.png,,20,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_45.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-45_81.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_98.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-10_59.png,,10,TTTL.,,False
data/vlm/2D/conjunctive_search/images/incongruent-15_74.png,,15,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_33.png,,35,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_7.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_86.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-45_24.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_52.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_95.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_41.png,,25,T L L T L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_53.png,,45,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_36.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_37.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_47.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_67.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_26.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_90.png,,20,T L L L T L,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_24.png,,15,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-15_88.png,,15,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/incongruent-15_83.png,,15,TTLLTTTTTT,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_40.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_19.png,,40,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-30_54.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_22.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_70.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-50_89.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-10_70.png,,10,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_58.png,,20,T L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-25_90.png,,25,TTTTTTTTTTT,,False
data/vlm/2D/conjunctive_search/images/congruent-30_81.png,,30,T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_6.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_42.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_98.png,,10,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_31.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_27.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_51.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_20.png,,15,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_26.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-30_83.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_96.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_66.png,,15,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-30_79.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_78.png,,25,T L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_47.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_64.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_11.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_29.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_87.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_17.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-45_93.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-15_86.png,,15,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-20_44.png,,20,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-20_61.png,,20,"T
L
T",,False
data/vlm/2D/conjunctive_search/images/congruent-45_15.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_22.png,,20,T T T L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_68.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-35_20.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_10.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_27.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-25_43.png,,25,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/congruent-10_78.png,,10,T L L L T L,,False
data/vlm/2D/conjunctive_search/images/congruent-15_10.png,,15,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-25_72.png,,25,TTTTTTTTTTT,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_57.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_34.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_45.png,,20,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_71.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_45.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_6.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-30_74.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_85.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_68.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_31.png,,45,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_88.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_12.png,,15,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_4.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_74.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_9.png,,10,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-10_11.png,,10,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_5.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-30_94.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_26.png,,20,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-30_56.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_30.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-45_72.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-15_27.png,,15,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/incongruent-35_70.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-20_81.png,,20,T L L T L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_5.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_84.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_43.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_77.png,,10,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_49.png,,35,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-50_24.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-20_40.png,,20,L.,,False
data/vlm/2D/conjunctive_search/images/congruent-50_81.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_52.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_69.png,,15,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-25_46.png,,25,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-20_92.png,,20,T L L L L T,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_68.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_73.png,,15,T L L L T L,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_36.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_81.png,,30,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_2.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_40.png,,10,"[T, L, L",,True
data/vlm/2D/conjunctive_search/images/congruent-40_93.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_15.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-15_84.png,,15,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-35_51.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_76.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_81.png,,15,L.,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_85.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-20_70.png,,20,T T T L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_92.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_32.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_30.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-20_0.png,,20,T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_18.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_45.png,,10,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_61.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_44.png,,10,L.,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_49.png,,5,TT.,,True
data/vlm/2D/conjunctive_search/images/congruent-20_77.png,,20,T L L T L L,,False
data/vlm/2D/conjunctive_search/images/congruent-5_68.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_73.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_94.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_67.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_55.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_0.png,,5,L T L T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_51.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_87.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_98.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_22.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_4.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_37.png,,20,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-5_12.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_29.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_73.png,,25,T L L T L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_48.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_11.png,,25,T L L T L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_2.png,,10,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_68.png,,45,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-5_31.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_6.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_92.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_2.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_51.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_9.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_87.png,,5,T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_94.png,,30,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-15_29.png,,15,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/incongruent-45_70.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_45.png,,15,T L L T L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_92.png,,20,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_18.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_11.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-45_17.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-25_56.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_21.png,,5,[L L L].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_9.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_25.png,,10,T L L T L L,,True
data/vlm/2D/conjunctive_search/images/congruent-30_22.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-25_48.png,,25,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-35_18.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-30_90.png,,30,T L L T L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_31.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_48.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_33.png,,15,L L L L L L,,False
data/vlm/2D/conjunctive_search/images/congruent-40_79.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-15_87.png,,15,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-20_21.png,,20,T T T L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_80.png,,5,L.,,True
data/vlm/2D/conjunctive_search/images/congruent-5_84.png,,5,"[T, L, L",,False
data/vlm/2D/conjunctive_search/images/congruent-15_26.png,,15,TTTTTTTTTTT,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_76.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-25_36.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_76.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_75.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_85.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-35_66.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_70.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_54.png,,20,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-25_58.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_96.png,,20,TTTTTTTTTTT,,True
data/vlm/2D/conjunctive_search/images/congruent-15_38.png,,15,TTLLLTTTT,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_43.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-40_37.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_27.png,,20,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-30_0.png,,30,T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_34.png,,10,L.,,True
data/vlm/2D/conjunctive_search/images/congruent-15_8.png,,15,L L L L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_81.png,,10,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-25_17.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-30_28.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_76.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-20_43.png,,20,TTTTTTTTTTT,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_89.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_92.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_56.png,,20,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_4.png,,10,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_41.png,,20,TTLLTTTTTT,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_3.png,,15,T L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-35_67.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-30_7.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-15_16.png,,15,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_34.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_83.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_34.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_87.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_65.png,,10,"[T, T, T",,True
data/vlm/2D/conjunctive_search/images/incongruent-20_20.png,,20,T L L T L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_67.png,,20,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-50_16.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_48.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_19.png,,5,[L],,True
data/vlm/2D/conjunctive_search/images/congruent-15_1.png,,15,T T T L L L,,False
data/vlm/2D/conjunctive_search/images/congruent-10_73.png,,10,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-10_74.png,,10,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-40_99.png,,40,[true].,,False
